,County,State,Population,Percent Republican,Latitude,Longitude,March,April,May,June,July,August
922,MECKLENBURG,NC,1074475.0,0.3160392414818368,35.2467,-80.8328,6070.0,6951.0,2965.0,1388.0,6108.0,7670.0
923,TRANSYLVANIA,NC,33775.0,0.5702803371887865,35.2021,-82.7982,177.0,225.0,56.0,13.0,208.0,253.0
924,WATAUGA,NC,54925.0,0.4485102420856611,36.2311,-81.6964,334.0,153.0,73.0,40.0,106.0,155.0
925,CRAVEN,NC,102491.0,0.5847922359370583,35.1249,-77.0939,544.0,300.0,212.0,66.0,318.0,536.0
926,ONSLOW,NC,195069.0,0.6378902194227175,34.7321,-77.4321,628.0,1294.0,708.0,307.0,1471.0,1459.0
927,NASH,NC,94030.0,0.4940980658491324,35.9673,-77.9864,828.0,723.0,298.0,122.0,286.0,365.0
928,BLADEN,NC,33407.0,0.5650218978102189,34.6146,-78.5636,157.0,127.0,107.0,174.0,376.0,424.0
929,STANLY,NC,61588.0,0.7501104923539291,35.312,-80.251,447.0,418.0,167.0,54.0,298.0,560.0
930,DAVIE,NC,42257.0,0.7201611947374659,35.9291,-80.5445,269.0,206.0,116.0,32.0,190.0,330.0
931,ANSON,NC,24902.0,0.4753439342504913,34.9738,-80.1027,105.0,106.0,57.0,32.0,93.0,157.0
932,JOHNSTON,NC,196870.0,0.6138186193952783,35.5178,-78.3657,1306.0,1327.0,715.0,347.0,1447.0,1741.0
933,POLK,NC,20557.0,0.6221880563197928,35.2793,-82.1697,53.0,45.0,38.0,,67.0,82.0
934,CURRITUCK,NC,26363.0,0.7219297702359572,36.4031,-76.0059,79.0,63.0,40.0,11.0,86.0,108.0
935,ROBESON,NC,132596.0,0.589259981351191,34.6402,-79.1039,456.0,557.0,391.0,338.0,1397.0,1421.0
936,LINCOLN,NC,82919.0,0.7236792321325447,35.4856,-81.2235,440.0,557.0,318.0,90.0,548.0,652.0
937,CHATHAM,NC,71338.0,0.43593489577974853,35.7026,-79.2553,189.0,175.0,115.0,50.0,342.0,316.0
938,GRANVILLE,NC,59328.0,0.52683714159124,36.3041,-78.6527,307.0,267.0,92.0,30.0,169.0,250.0
939,RICHMOND,NC,44997.0,0.5697635216490873,35.0059,-79.7478,196.0,229.0,132.0,101.0,427.0,362.0
940,WILKES,NC,68469.0,0.7779845485817403,36.2063,-81.1634,314.0,253.0,239.0,132.0,360.0,605.0
941,BEAUFORT,NC,47168.0,0.6246247387421623,35.494,-76.8598,155.0,118.0,138.0,90.0,105.0,220.0
942,MADISON,NC,21499.0,0.6102018966044662,35.858,-82.7058,84.0,77.0,33.0,,88.0,161.0
943,EDGECOMBE,NC,52648.0,0.36134552733838365,35.9129,-77.5971,393.0,408.0,157.0,58.0,216.0,219.0
944,ROCKINGHAM,NC,91077.0,0.6547093643456253,36.396,-79.775,271.0,355.0,231.0,44.0,298.0,383.0
945,HALIFAX,NC,51190.0,0.3913195388019721,36.2575,-77.6517,254.0,273.0,132.0,48.0,190.0,283.0
946,RUTHERFORD,NC,66599.0,0.7229661041563797,35.4026,-81.9198,202.0,245.0,166.0,45.0,379.0,512.0
947,BUNCOMBE,NC,256886.0,0.3862869733674158,35.6112,-82.5301,887.0,949.0,446.0,160.0,1003.0,1403.0
948,CLEVELAND,NC,97282.0,0.6587276837920012,35.3341,-81.5555,571.0,435.0,227.0,159.0,661.0,871.0
949,WILSON,NC,81435.0,0.48069227936663805,35.7051,-77.9187,604.0,472.0,180.0,150.0,281.0,403.0
950,BRUNSWICK,NC,131815.0,0.6193512614360965,34.071,-78.2377,562.0,445.0,203.0,84.0,879.0,1300.0
951,LENOIR,NC,56756.0,0.5135696434228589,35.2388,-77.6412,183.0,291.0,286.0,93.0,223.0,435.0
952,MACON,NC,34813.0,0.6850985874752928,35.1505,-83.4221,102.0,94.0,31.0,30.0,71.0,255.0
953,GUILFORD,NC,527868.0,0.3771503694382149,36.0795,-79.7889,2785.0,2976.0,1226.0,438.0,1850.0,2494.0
954,CALDWELL,NC,81884.0,0.7499357911695347,35.953,-81.5464,276.0,284.0,168.0,97.0,281.0,478.0
955,CATAWBA,NC,157613.0,0.6783098591549296,35.662,-81.2151,794.0,748.0,472.0,213.0,778.0,1236.0
956,PITT,NC,178433.0,0.4451371998218629,35.5933,-77.3745,715.0,1113.0,870.0,333.0,1109.0,1325.0
957,COLUMBUS,NC,56068.0,0.6364667624593511,34.2656,-78.655,264.0,149.0,95.0,97.0,602.0,747.0
958,DAVIDSON,NC,165381.0,0.7304833133741555,35.7934,-80.2127,811.0,882.0,640.0,187.0,596.0,1164.0
959,CUMBERLAND,NC,332861.0,0.40796466190961606,35.0486,-78.8276,1761.0,2220.0,1465.0,697.0,2959.0,2285.0
960,MCDOWELL,NC,45227.0,0.733947745946181,35.6817,-82.0493,159.0,166.0,79.0,38.0,224.0,379.0
961,GREENE,NC,21033.0,0.5568376556609163,35.485,-77.6758,54.0,98.0,91.0,52.0,103.0,172.0
962,JACKSON,NC,42938.0,0.5299607989546388,35.2875,-83.1408,130.0,88.0,48.0,13.0,174.0,324.0
963,MOORE,NC,97294.0,0.6301787826325442,35.3106,-79.4814,408.0,384.0,171.0,105.0,533.0,774.0
964,IREDELL,NC,175538.0,0.6545799103261666,35.807,-80.8734,1007.0,991.0,612.0,251.0,835.0,1411.0
965,CARTERET,NC,69070.0,0.7033142054104696,34.8357,-76.6589,309.0,290.0,144.0,88.0,215.0,511.0
966,DARE,NC,36222.0,0.5751898316275998,35.7795,-75.798,137.0,90.0,37.0,53.0,231.0,284.0
967,STOKES,NC,45781.0,0.7837049142056729,36.4019,-80.2395,109.0,203.0,180.0,61.0,230.0,240.0
968,DURHAM,NC,311848.0,0.1804139755661038,36.036,-78.8766,1683.0,1286.0,475.0,249.0,836.0,1467.0
969,HENDERSON,NC,114913.0,0.5855114010326016,35.3363,-82.48,630.0,508.0,204.0,73.0,551.0,867.0
970,NEW HANOVER,NC,227938.0,0.48039899871046043,34.2328,-77.8847,1418.0,1195.0,476.0,187.0,992.0,1566.0
971,ALEXANDER,NC,37213.0,0.7851354022534097,35.921,-81.177,150.0,109.0,60.0,31.0,186.0,268.0
972,ASHE,NC,26863.0,0.7241052232199318,36.4345,-81.5005,89.0,78.0,47.0,12.0,95.0,161.0
973,BURKE,NC,89968.0,0.6954620869019327,35.7496,-81.7048,326.0,326.0,210.0,130.0,432.0,680.0
974,YADKIN,NC,37602.0,0.7997289564824575,36.1605,-80.6652,148.0,149.0,138.0,20.0,188.0,221.0
975,UNION,NC,231053.0,0.6135515338406698,34.9884,-80.5307,1462.0,1554.0,644.0,312.0,1263.0,1634.0
976,CASWELL,NC,22684.0,0.5882499377645009,36.3932,-79.3335,88.0,79.0,25.0,22.0,72.0,81.0
977,CHEROKEE,NC,27969.0,0.768921634293369,35.1339,-84.0635,125.0,224.0,73.0,47.0,171.0,329.0
978,PASQUOTANK,NC,39514.0,0.4910287983113032,36.2955,-76.284,116.0,138.0,97.0,24.0,88.0,166.0
979,ALAMANCE,NC,163324.0,0.5349688120709482,36.0437,-79.3994,1069.0,894.0,333.0,202.0,596.0,925.0
980,RANDOLPH,NC,143118.0,0.7760106934366304,35.7103,-79.806,933.0,567.0,271.0,168.0,549.0,742.0
981,MARTIN,NC,22849.0,0.5208931419457735,35.8432,-77.1092,69.0,67.0,48.0,54.0,120.0,159.0
982,HOKE,NC,53957.0,0.4368501317066408,35.0175,-79.2373,233.0,247.0,194.0,83.0,405.0,358.0
983,HARNETT,NC,132283.0,0.6034515293431458,35.3686,-78.8694,826.0,734.0,480.0,191.0,991.0,980.0
984,SURRY,NC,71971.0,0.7516239969430646,36.4148,-80.6881,298.0,339.0,245.0,48.0,389.0,480.0
985,ORANGE,NC,144836.0,0.23737308375589727,36.0611,-79.1207,435.0,345.0,74.0,68.0,298.0,446.0
986,WARD,ND,68812.0,0.7071443744246974,48.2217,-101.5418,,,,,,
987,BURLEIGH,ND,94793.0,0.6845703702244202,46.9775,-100.4687,,,,,,
988,GRAND FORKS,ND,70224.0,0.5484985469809494,47.9219,-97.4569,,,,,,
989,MORTON,ND,30868.0,0.7366869246043685,46.7161,-101.2811,,,,,,
990,CASS,ND,176975.0,0.49526454626799765,46.933,-97.248,,,,,,
991,STARK,ND,31081.0,0.8046511627906977,46.8107,-102.6551,,,,,,
992,WILLIAMS,ND,35208.0,0.8189619087484303,48.3437,-103.4802,,,,,,
993,MERCER,OH,40884.0,0.8186524136189555,40.5399,-84.6294,64.0,136.0,69.0,11.0,41.0,103.0
994,HURON,OH,58339.0,0.6971680764987127,41.1462,-82.5984,358.0,246.0,100.0,49.0,111.0,207.0
995,PERRY,OH,36022.0,0.7410494752623689,39.7371,-82.2361,156.0,115.0,27.0,,34.0,80.0
996,KNOX,OH,61481.0,0.7115102872794445,40.3988,-82.4215,256.0,205.0,85.0,16.0,106.0,291.0
997,MONTGOMERY,OH,531670.0,0.4805646077354239,39.7546,-84.2906,1834.0,2198.0,1188.0,346.0,1516.0,2130.0
998,ERIE,OH,74780.0,0.5493987851741664,41.3632,-82.6192,387.0,505.0,216.0,24.0,161.0,272.0
999,LOGAN,OH,45316.0,0.7687435809654228,40.3885,-83.7658,123.0,125.0,57.0,24.0,80.0,119.0
1000,ASHTABULA,OH,97830.0,0.6091014111944186,41.7075,-80.7483,415.0,538.0,311.0,65.0,82.0,118.0
1001,GEAUGA,OH,93843.0,0.6094678781171347,41.4996,-81.1786,342.0,273.0,166.0,43.0,174.0,159.0
1002,BROWN,OH,43572.0,0.7811907470610542,38.934,-83.8674,180.0,103.0,89.0,18.0,97.0,174.0
1003,ASHLAND,OH,53536.0,0.7349744366597235,40.846,-82.2707,249.0,155.0,145.0,25.0,132.0,186.0
1004,MARION,OH,65299.0,0.6838378028614566,40.5872,-83.1609,299.0,243.0,133.0,36.0,109.0,188.0
1005,MAHONING,OH,229961.0,0.5035304204562648,41.0146,-80.7763,984.0,1151.0,888.0,201.0,337.0,461.0
1006,SANDUSKY,OH,59029.0,0.6283168185143313,41.3563,-83.1462,250.0,310.0,121.0,27.0,96.0,183.0
1007,SUMMIT,OH,541334.0,0.4450802751066948,41.126,-81.5322,3333.0,3097.0,1422.0,337.0,621.0,1103.0
1008,PORTAGE,OH,162511.0,0.5549522154648132,41.1677,-81.1974,969.0,846.0,413.0,92.0,268.0,345.0
1009,PICKAWAY,OH,57762.0,0.7284142761133316,39.6419,-83.0244,379.0,218.0,110.0,47.0,110.0,175.0
1010,ALLEN,OH,103175.0,0.6898304378619339,40.7715,-84.1058,356.0,456.0,286.0,89.0,188.0,258.0
1011,GUERNSEY,OH,39111.0,0.7354360943499726,40.052,-81.4943,144.0,126.0,84.0,42.0,93.0,126.0
1012,CRAWFORD,OH,41821.0,0.7462051629121145,40.8508,-82.9198,193.0,175.0,70.0,34.0,83.0,160.0
1013,FULTON,OH,42253.0,0.6908651734738691,41.6018,-84.1301,167.0,211.0,109.0,15.0,121.0,129.0
1014,LUCAS,OH,431102.0,0.4075454957806433,41.6199,-83.6583,2871.0,3513.0,1338.0,222.0,535.0,852.0
1015,PUTNAM,OH,33911.0,0.8238542241855329,41.0221,-84.1317,139.0,125.0,72.0,,33.0,59.0
1016,CLARK,OH,134726.0,0.6078614589173363,39.9168,-83.7838,962.0,732.0,252.0,69.0,182.0,375.0
1017,VAN WERT,OH,28261.0,0.7784831272970264,40.8554,-84.5861,71.0,61.0,43.0,20.0,65.0,73.0
1018,CLINTON,OH,41957.0,0.7545184391289521,39.415,-83.8084,197.0,149.0,80.0,42.0,126.0,186.0
1019,AUGLAIZE,OH,45729.0,0.8068433099274547,40.5609,-84.2217,113.0,205.0,126.0,42.0,69.0,117.0
1020,HIGHLAND,OH,43016.0,0.7968082943687741,39.1847,-83.601,219.0,86.0,72.0,29.0,91.0,138.0
1021,BUTLER,OH,380019.0,0.612583473012847,39.4386,-84.5756,1787.0,1038.0,561.0,223.0,781.0,813.0
1022,JEFFERSON,OH,66371.0,0.6842515436724417,40.385,-80.761,302.0,399.0,158.0,42.0,111.0,137.0
1023,WASHINGTON,OH,60426.0,0.6964190940026849,39.4553,-81.4953,401.0,116.0,121.0,48.0,66.0,130.0
1024,DEFIANCE,OH,38160.0,0.6727207058459316,41.3239,-84.4905,171.0,256.0,137.0,21.0,134.0,141.0
1025,PIKE,OH,28000.0,0.7377537866580728,39.0773,-83.0668,138.0,94.0,50.0,,42.0,108.0
1026,FAIRFIELD,OH,154457.0,0.6097274069450612,39.7516,-82.6306,789.0,827.0,431.0,92.0,348.0,360.0
1027,LICKING,OH,173750.0,0.6317163783037895,40.0916,-82.4831,1043.0,708.0,261.0,87.0,279.0,420.0
1028,ROSS,OH,76948.0,0.6690290999729721,39.3376,-83.057,440.0,272.0,108.0,41.0,104.0,196.0
1029,WILLIAMS,OH,36816.0,0.7212481904455526,41.5603,-84.5882,118.0,240.0,100.0,42.0,111.0,130.0
1030,TUSCARAWAS,OH,92335.0,0.6919913665795752,40.4409,-81.4738,250.0,200.0,143.0,73.0,100.0,196.0
1031,TRUMBULL,OH,200367.0,0.5464698369323076,41.3172,-80.7611,843.0,844.0,517.0,144.0,323.0,393.0
1032,GALLIA,OH,30088.0,0.7714327125153997,38.8247,-82.3169,92.0,33.0,49.0,13.0,126.0,130.0
1033,DARKE,OH,51513.0,0.8109383061841232,40.1333,-84.6194,169.0,173.0,64.0,29.0,51.0,135.0
1034,FAYETTE,OH,28620.0,0.7511100539169046,39.5599,-83.4561,103.0,49.0,40.0,17.0,49.0,52.0
1035,CHAMPAIGN,OH,38845.0,0.730472661726417,40.1377,-83.7695,248.0,180.0,126.0,33.0,65.0,100.0
1036,BELMONT,OH,68024.0,0.7120406189555126,40.0158,-80.9885,408.0,445.0,236.0,43.0,92.0,206.0
1037,OTTAWA,OH,40632.0,0.6093222810013746,41.5381,-83.1409,239.0,196.0,66.0,15.0,51.0,67.0
1038,COSHOCTON,OH,36585.0,0.7363044387358862,40.3017,-81.92,159.0,67.0,43.0,14.0,55.0,94.0
1039,MADISON,OH,44135.0,0.6968018131453034,39.894,-83.4002,171.0,251.0,83.0,28.0,58.0,100.0
1040,WAYNE,OH,116099.0,0.6771733323508281,40.8289,-81.888,444.0,351.0,265.0,100.0,169.0,305.0
1041,HOLMES,OH,43901.0,0.8338611261296053,40.5612,-81.9293,62.0,99.0,91.0,40.0,21.0,70.0
1042,HOCKING,OH,28390.0,0.7043547453703703,39.4971,-82.4793,123.0,92.0,47.0,12.0,43.0,91.0
1043,JACKSON,OH,32450.0,0.7644315262944437,39.0196,-82.6184,99.0,106.0,44.0,28.0,61.0,93.0
1044,RICHLAND,OH,121100.0,0.6914881200500208,40.7747,-82.5365,488.0,545.0,262.0,73.0,262.0,524.0
1045,CUYAHOGA,OH,1247451.0,0.323971102977608,41.4245,-81.6586,6699.0,8210.0,3910.0,913.0,1789.0,2349.0
1046,FRANKLIN,OH,1290360.0,0.33499001707959536,39.9695,-83.0093,6260.0,6828.0,3031.0,914.0,2134.0,3084.0
1047,WOOD,OH,130150.0,0.5289731792831043,41.3617,-83.623,749.0,659.0,243.0,32.0,128.0,225.0
1048,MEIGS,OH,23078.0,0.7593827047758196,39.0822,-82.0229,60.0,54.0,34.0,17.0,49.0,42.0
1049,ADAMS,OH,27776.0,0.8126801152737753,38.8456,-83.472,88.0,109.0,55.0,24.0,95.0,76.0
1050,COLUMBIANA,OH,103190.0,0.7165262735659848,40.7684,-80.7772,419.0,433.0,298.0,66.0,171.0,295.0
1051,SENECA,OH,55351.0,0.6619914761720264,41.1239,-83.1277,295.0,281.0,76.0,11.0,36.0,89.0
1052,MUSKINGUM,OH,86131.0,0.6886692203138515,39.9654,-81.9444,370.0,230.0,84.0,47.0,139.0,243.0
1053,HENRY,OH,27208.0,0.7097670008127879,41.3339,-84.0682,112.0,94.0,38.0,,54.0,34.0
1054,SCIOTO,OH,76040.0,0.705495054139233,38.804,-82.9928,282.0,177.0,117.0,52.0,316.0,533.0
1055,MORROW,OH,35043.0,0.762691661700168,40.5241,-82.7941,130.0,141.0,70.0,16.0,65.0,111.0
1056,UNION,OH,56707.0,0.647899536552549,40.2994,-83.3716,338.0,227.0,119.0,36.0,104.0,133.0
1057,CLERMONT,OH,204275.0,0.6749637943519189,39.0475,-84.1519,868.0,548.0,376.0,124.0,412.0,725.0
1058,PREBLE,OH,41093.0,0.7805034618735385,39.7415,-84.648,133.0,131.0,57.0,39.0,103.0,101.0
1059,ATHENS,OH,65917.0,0.4168233623700065,39.3339,-82.0452,283.0,222.0,49.0,27.0,41.0,78.0
1060,WARREN,OH,229132.0,0.6464952240999265,39.4276,-84.1668,1263.0,768.0,352.0,120.0,478.0,599.0
1061,LAKE,OH,229954.0,0.5614785187228467,41.6966,-81.2373,1071.0,1149.0,560.0,143.0,344.0,439.0
1062,DELAWARE,OH,201135.0,0.5263425081304037,40.2784,-83.0049,1076.0,986.0,302.0,120.0,330.0,394.0
1063,LORAIN,OH,307670.0,0.5050909252589925,41.2956,-82.1512,1839.0,1575.0,739.0,199.0,506.0,680.0
1064,HANCOCK,OH,75837.0,0.6785999845245158,41.0019,-83.6665,469.0,447.0,102.0,14.0,70.0,123.0
1065,CARROLL,OH,27332.0,0.7560512243174782,40.5796,-81.0897,57.0,41.0,43.0,28.0,61.0,62.0
1066,GREENE,OH,166502.0,0.5874349920467493,39.6915,-83.8899,731.0,771.0,260.0,91.0,433.0,600.0
1067,SHELBY,OH,48749.0,0.8085359094148389,40.3316,-84.2048,124.0,156.0,74.0,32.0,96.0,127.0
1068,WYANDOT,OH,22000.0,0.7429323968393328,40.8424,-83.3044,116.0,70.0,43.0,,22.0,40.0
1069,HARDIN,OH,31425.0,0.7510379708613271,40.6616,-83.6595,166.0,113.0,42.0,31.0,36.0,50.0
1070,STARK,OH,372404.0,0.5850936649129183,40.8139,-81.3656,1459.0,1398.0,1070.0,274.0,618.0,767.0
1071,MIAMI,OH,105371.0,0.7136376181604913,40.0535,-84.2289,472.0,283.0,165.0,67.0,263.0,365.0
1072,LAWRENCE,OH,60184.0,0.7219397731716856,38.5984,-82.5368,203.0,125.0,148.0,80.0,266.0,272.0
1073,MEDINA,OH,177980.0,0.6104228679423577,41.1176,-81.8997,1070.0,718.0,321.0,113.0,381.0,479.0
1074,HAMILTON,OH,813589.0,0.41279653956916335,39.1955,-84.5428,3971.0,2946.0,1321.0,468.0,1427.0,2191.0
1075,BECKHAM,OK,22268.0,0.8514091595369905,35.2687,-99.682,56.0,14.0,,,60.0,41.0
1076,OKMULGEE,OK,38749.0,0.6754698525815692,35.6466,-95.9643,50.0,56.0,80.0,90.0,284.0,383.0
1077,MCCURTAIN,OK,33016.0,0.8271561873201361,34.1154,-94.7713,64.0,31.0,47.0,28.0,150.0,271.0
1078,WOODWARD,OK,20727.0,0.8491971740526654,36.4227,-99.2651,42.0,19.0,,,39.0,52.0
1079,WAGONER,OK,78958.0,0.7404210764615994,35.9611,-95.5212,143.0,152.0,129.0,148.0,624.0,808.0
1080,TULSA,OK,646419.0,0.5646285032886103,36.1211,-95.9415,1545.0,1465.0,1048.0,1206.0,6097.0,5517.0
1081,CUSTER,OK,29152.0,0.7539051538677393,35.6388,-99.0015,38.0,,13.0,,98.0,137.0
1082,GARFIELD,OK,61898.0,0.7565760142666073,36.3791,-97.7827,98.0,92.0,14.0,25.0,216.0,236.0
1083,CHEROKEE,OK,48664.0,0.6335666704301682,35.9067,-94.9997,69.0,41.0,12.0,88.0,395.0,616.0
1084,LE FLORE,OK,50026.0,0.8089869715501197,34.9003,-94.7034,87.0,40.0,47.0,80.0,384.0,355.0
1085,LOGAN,OK,46683.0,0.7234634282006118,35.9193,-97.4433,128.0,94.0,57.0,20.0,202.0,235.0
1086,CADDO,OK,29242.0,0.7113297494674916,35.1744,-98.3751,88.0,27.0,11.0,22.0,124.0,214.0
1087,OTTAWA,OK,31454.0,0.7470711662878126,36.8355,-94.8104,131.0,77.0,45.0,361.0,638.0,236.0
1088,CLEVELAND,OK,279274.0,0.5566715089582394,35.2031,-97.3265,834.0,585.0,344.0,217.0,1482.0,1929.0
1089,POTTAWATOMIE,OK,72154.0,0.7181124711726096,35.2066,-96.9484,210.0,105.0,67.0,49.0,447.0,422.0
1090,PONTOTOC,OK,38355.0,0.7052872062663186,34.7281,-96.6844,94.0,70.0,44.0,32.0,180.0,202.0
1091,WASHINGTON,OK,51886.0,0.7266073784094293,36.7152,-95.9044,99.0,77.0,44.0,86.0,602.0,643.0
1092,SEMINOLE,OK,24832.0,0.7210027587861341,35.1675,-96.6155,46.0,29.0,14.0,,81.0,193.0
1093,STEPHENS,OK,43647.0,0.8164978747966627,34.4856,-97.8515,59.0,37.0,54.0,49.0,275.0,352.0
1094,MUSKOGEE,OK,68736.0,0.6589051473226746,35.6161,-95.3795,98.0,55.0,46.0,88.0,706.0,667.0
1095,COMANCHE,OK,121762.0,0.5867082035306335,34.6621,-98.4717,546.0,305.0,184.0,502.0,1118.0,1034.0
1096,PAYNE,OK,81815.0,0.6009175859393449,36.0773,-96.9756,189.0,69.0,41.0,28.0,340.0,535.0
1097,KAY,OK,44402.0,0.7440431329352426,36.818,-97.1439,107.0,35.0,27.0,21.0,211.0,245.0
1098,ROGERS,OK,91353.0,0.7638318407290193,36.3716,-95.6044,196.0,218.0,123.0,170.0,1095.0,952.0
1099,SEQUOYAH,OK,41709.0,0.7872741453269205,35.4954,-94.7552,55.0,33.0,41.0,70.0,362.0,579.0
1100,GARVIN,OK,27835.0,0.8128547885002747,34.7046,-97.3093,53.0,29.0,12.0,32.0,219.0,121.0
1101,ADAIR,OK,22220.0,0.7857343837929094,35.8839,-94.6587,36.0,16.0,11.0,45.0,362.0,342.0
1102,CREEK,OK,71427.0,0.763612522537289,35.9026,-96.3708,171.0,134.0,96.0,106.0,773.0,601.0
1103,PITTSBURG,OK,44146.0,0.7727627761660344,34.9239,-95.7484,155.0,51.0,16.0,43.0,264.0,316.0
1104,CARTER,OK,48319.0,0.7546075260536989,34.2509,-97.2858,136.0,92.0,65.0,194.0,508.0,378.0
1105,DELAWARE,OK,42433.0,0.7861409104088142,36.4082,-94.8026,80.0,58.0,55.0,151.0,582.0,498.0
1106,OSAGE,OK,47226.0,0.6875547765118317,36.6292,-96.3985,74.0,121.0,56.0,54.0,311.0,433.0
1107,OKLAHOMA,OK,787216.0,0.4921286557644025,35.5515,-97.4072,2348.0,1789.0,1110.0,484.0,3844.0,5356.0
1108,CANADIAN,OK,140455.0,0.7030997739748144,35.5424,-97.9824,479.0,398.0,265.0,102.0,660.0,1049.0
1109,GRADY,OK,55071.0,0.8024760832864378,35.0169,-97.8841,100.0,51.0,47.0,18.0,218.0,346.0
1110,LINCOLN,OK,34895.0,0.8068914562063407,35.703,-96.8809,97.0,56.0,16.0,38.0,221.0,258.0
1111,JACKSON,OK,25063.0,0.7775209828488019,34.588,-99.4148,57.0,31.0,18.0,,82.0,78.0
1112,MCCLAIN,OK,39247.0,0.7951237263464338,35.0093,-97.4443,93.0,76.0,27.0,55.0,390.0,328.0
1113,MAYES,OK,41044.0,0.766811018886082,36.3019,-95.2308,62.0,41.0,69.0,64.0,470.0,442.0
1114,BRYAN,OK,46457.0,0.7726589884827241,33.9623,-96.2598,96.0,57.0,14.0,110.0,438.0,417.0
1115,CURRY,OR,22650.0,0.5684422110552764,42.4576,-124.1568,129.0,69.0,38.0,60.0,198.0,275.0
1116,LINCOLN,OR,48547.0,0.4055197552561349,44.642,-123.8682,96.0,117.0,41.0,54.0,146.0,293.0
1117,POLK,OR,83037.0,0.49143732786647615,44.9035,-123.4132,197.0,380.0,239.0,178.0,374.0,411.0
1118,CROOK,OR,23011.0,0.7306447436561367,44.1422,-120.3566,40.0,209.0,200.0,80.0,155.0,159.0
1119,TILLAMOOK,OR,26389.0,0.49467077214590244,45.4637,-123.7127,123.0,89.0,35.0,25.0,111.0,308.0
1120,BENTON,OR,91107.0,0.2817856398795432,44.4918,-123.4293,254.0,365.0,218.0,78.0,273.0,274.0
1121,JOSEPHINE,OR,86251.0,0.614840920973645,42.3655,-123.5555,468.0,392.0,213.0,211.0,826.0,1420.0
1122,WASCO,OR,26130.0,0.4978768577494692,45.16,-121.1678,20.0,114.0,68.0,37.0,161.0,213.0
1123,HOOD RIVER,OR,23209.0,0.30213903743315507,45.519,-121.651,16.0,73.0,29.0,25.0,61.0,97.0
1124,DESCHUTES,OR,186251.0,0.4443362026286791,43.9151,-121.2281,437.0,1898.0,1428.0,324.0,680.0,1384.0
1125,MARION,OR,339641.0,0.47725542788792635,44.9033,-122.5849,911.0,1996.0,1527.0,628.0,1227.0,1720.0
1126,WASHINGTON,OR,589481.0,0.30928803781147957,45.5601,-123.0984,1241.0,2421.0,1433.0,484.0,1315.0,1650.0
1127,KLAMATH,OR,66921.0,0.6891030877307629,42.6864,-121.6502,294.0,1069.0,517.0,108.0,205.0,249.0
1128,MALHEUR,OR,30412.0,0.6935784479837344,43.1934,-117.6231,41.0,74.0,92.0,53.0,108.0,178.0
1129,CLATSOP,OR,39102.0,0.4273525721455458,45.9951,-123.6558,75.0,107.0,52.0,67.0,171.0,363.0
1130,UNION,OR,26337.0,0.6891059957173448,45.3102,-118.0088,90.0,43.0,38.0,53.0,242.0,296.0
1131,DOUGLAS,OR,109114.0,0.6728620491382927,43.2797,-123.1665,369.0,257.0,452.0,368.0,775.0,1918.0
1132,UMATILLA,OR,77129.0,0.643804104364671,45.5919,-118.7368,167.0,212.0,358.0,263.0,1271.0,857.0
1133,COLUMBIA,OR,51375.0,0.532261568542255,45.9438,-123.0883,161.0,236.0,173.0,106.0,213.0,307.0
1134,YAMHILL,OR,104831.0,0.5015189314868558,45.2326,-123.3081,168.0,356.0,352.0,140.0,344.0,563.0
1135,CLACKAMAS,OR,410463.0,0.42886304277803006,45.188,-122.2209,1105.0,2290.0,1660.0,620.0,1310.0,1650.0
1136,LANE,OR,373340.0,0.36146193752165323,43.9388,-122.8475,591.0,1656.0,1005.0,492.0,1419.0,2750.0
1137,LINN,OR,125048.0,0.5986508810572687,44.4889,-122.535,287.0,778.0,712.0,391.0,688.0,760.0
1138,JEFFERSON,OR,23607.0,0.6034584067825065,44.6294,-121.1762,41.0,129.0,183.0,67.0,124.0,149.0
1139,MULTNOMAH,OR,804606.0,0.17900008411354035,45.5468,-122.4147,1406.0,3671.0,2378.0,845.0,1836.0,2280.0
1140,JACKSON,OR,216574.0,0.5022529784138717,42.4322,-122.7285,859.0,1151.0,721.0,366.0,1633.0,2566.0
1141,COOS,OR,63686.0,0.5887795010114633,43.1742,-124.0594,338.0,121.0,114.0,47.0,238.0,463.0
1142,SUSQUEHANNA,PA,40970.0,0.699108127988231,41.8214,-75.8007,340.0,438.0,149.0,11.0,34.0,52.0
1143,SOMERSET,PA,74361.0,0.7761142490688898,39.9725,-79.0283,369.0,631.0,388.0,82.0,64.0,101.0
1144,LANCASTER,PA,540999.0,0.5716870242899811,40.0424,-76.2477,4500.0,5035.0,1738.0,442.0,782.0,1279.0
1145,GREENE,PA,36870.0,0.7119248401154564,39.8538,-80.2229,230.0,276.0,145.0,57.0,42.0,70.0
1146,WARREN,PA,39756.0,0.6894430992736077,41.8145,-79.2741,121.0,220.0,82.0,17.0,24.0,35.0
1147,TIOGA,PA,40944.0,0.7469513641755635,41.7722,-77.2543,248.0,205.0,180.0,65.0,15.0,32.0
